order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,profit,discount,sales_price
487,2023-03-09,First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001924,250,280,5,5,25.0,25.0,300.0
488,2023-04-28,First Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001363,2300,2740,6,4,230.0,230.0,2760.0
489,2022-12-22,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10000376,10,10,1,5,1.0,1.0,12.0
490,2023-06-06,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Accessories,TEC-AC-10000303,50,60,2,5,5.0,5.0,60.0
491,2022-02-08,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,OFF-AR-10001953,70,70,2,4,7.0,7.0,84.0
492,2023-01-08,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10001809,410,450,5,4,41.0,41.0,492.0
493,2023-01-03,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,OFF-EN-10003845,10,10,3,5,1.0,1.0,12.0
494,2023-06-26,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10000991,80,90,2,4,8.0,8.0,96.0
495,2022-12-09,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10001857,180,190,3,5,18.0,18.0,216.0
496,2022-10-13,Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,OFF-EN-10001434,100,110,2,3,10.0,10.0,120.0
497,2022-05-21,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Binders,OFF-BI-10002498,110,120,8,2,11.0,11.0,132.0
498,2022-08-28,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10004864,230,260,4,2,23.0,23.0,276.0
499,2022-04-10,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Chairs,FUR-CH-10002602,200,240,2,5,20.0,20.0,240.0
500,2023-08-28,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10000073,60,70,9,5,6.0,6.0,72.0
501,2022-12-25,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10001670,20,20,2,4,2.0,2.0,24.0
502,2023-04-29,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10001658,10,10,2,5,1.0,1.0,12.0
503,2023-11-06,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Furniture,Chairs,FUR-CH-10001215,650,800,2,3,65.0,65.0,780.0
504,2023-10-28,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10000831,0,0,3,4,0.0,0.0,0.0
505,2022-08-03,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Paper,OFF-PA-10000357,30,30,1,4,3.0,3.0,36.0
506,2023-01-27,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003274,20,20,5,3,2.0,2.0,24.0
507,2022-07-28,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,OFF-AR-10001662,0,0,1,3,0.0,0.0,0.0
508,2023-03-04,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,OFF-AR-10003856,10,10,3,2,1.0,1.0,12.0
509,2022-10-10,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,OFF-ST-10001228,50,50,3,4,5.0,5.0,60.0
510,2023-12-10,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10003527,5210,6350,5,3,521.0,521.0,6252.0
511,2023-01-30,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Furniture,Furnishings,FUR-FU-10001290,110,130,3,2,11.0,11.0,132.0
512,2022-12-28,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Technology,Accessories,TEC-AC-10002399,40,40,2,2,4.0,4.0,48.0
513,2022-10-28,First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10002053,10,10,3,4,1.0,1.0,12.0
514,2023-09-28,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003811,10,10,3,3,1.0,1.0,12.0
515,2023-07-19,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10001246,10,10,2,3,1.0,1.0,12.0
516,2022-01-04,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,TEC-CO-10003236,2430,3000,5,5,243.0,243.0,2916.0
517,2022-08-25,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,OFF-ST-10004507,40,50,3,4,4.0,4.0,48.0
518,2022-09-03,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Paper,OFF-PA-10001667,10,10,2,3,1.0,1.0,12.0
519,2022-11-10,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,OFF-ST-10004459,1020,1130,3,5,102.0,102.0,1224.0
520,2022-04-11,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10000171,20,20,1,4,2.0,2.0,24.0
521,2023-03-24,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000736,120,130,2,4,12.0,12.0,144.0
522,2022-05-24,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10000285,10,10,9,3,1.0,1.0,12.0
523,2023-12-17,First Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Tables,FUR-TA-10001857,180,210,2,2,18.0,18.0,216.0
524,2022-11-01,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,TEC-PH-10003555,50,60,3,5,5.0,5.0,60.0
525,2023-11-19,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10003832,60,70,2,4,6.0,6.0,72.0
526,2022-07-18,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,OFF-FA-10002815,20,20,5,4,2.0,2.0,24.0
527,2023-01-06,Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,FUR-CH-10003379,540,680,3,2,54.0,54.0,648.0
528,2023-11-22,Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10001756,50,50,3,2,5.0,5.0,60.0
529,2022-11-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10004963,40,40,3,5,4.0,4.0,48.0
530,2022-01-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,OFF-SU-10002881,550,670,1,2,55.0,55.0,660.0
531,2023-01-02,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10001335,50,50,6,3,5.0,5.0,60.0
532,2022-12-05,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10000595,150,190,1,3,15.0,15.0,180.0
533,2023-05-14,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000448,40,50,3,2,4.0,4.0,48.0
534,2022-02-28,Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Technology,Phones,TEC-PH-10000984,820,980,5,3,82.0,82.0,984.0
535,2023-06-05,Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Binders,OFF-BI-10002557,20,20,5,2,2.0,2.0,24.0
536,2022-08-27,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10001325,20,20,2,5,2.0,2.0,24.0
537,2022-10-26,Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10002429,30,40,7,5,3.0,3.0,36.0
538,2022-08-23,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004528,10,10,4,4,1.0,1.0,12.0
539,2023-05-21,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,OFF-AP-10001271,130,150,3,4,13.0,13.0,156.0
540,2023-10-23,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,FUR-CH-10002647,230,280,4,4,23.0,23.0,276.0
541,2023-04-04,First Class,Consumer,United States,Green Bay,Wisconsin,54302,Central,Technology,Accessories,TEC-AC-10001432,410,470,6,4,41.0,41.0,492.0
542,2022-11-28,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,TEC-PH-10002262,300,380,8,4,30.0,30.0,360.0
543,2023-04-08,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,OFF-ST-10001809,600,650,9,2,60.0,60.0,720.0
544,2023-12-15,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,TEC-AC-10001465,50,60,2,4,5.0,5.0,60.0
545,2023-06-30,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Phones,TEC-PH-10002597,100,100,1,5,10.0,10.0,120.0
546,2023-11-13,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,FUR-FU-10000723,60,70,4,3,6.0,6.0,72.0
547,2022-08-26,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000404,30,40,6,4,3.0,3.0,36.0
548,2022-09-22,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002986,10,10,2,5,1.0,1.0,12.0
549,2022-09-21,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,OFF-ST-10000604,210,250,9,4,21.0,21.0,252.0
550,2022-06-05,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004738,10,10,3,5,1.0,1.0,12.0
551,2023-01-09,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,OFF-SU-10001935,10,10,5,5,1.0,1.0,12.0
552,2023-09-21,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002024,930,1120,2,3,93.0,93.0,1116.0
553,2022-06-02,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10003039,20,30,1,3,2.0,2.0,24.0
554,2022-09-01,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,OFF-FA-10004248,10,10,3,4,1.0,1.0,12.0
555,2023-03-09,Second Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,OFF-ST-10001780,1200,1300,2,2,120.0,120.0,1440.0
556,2023-07-01,Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,OFF-AR-10003560,20,20,4,5,2.0,2.0,24.0
557,2022-11-17,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,OFF-LA-10001297,20,20,2,2,2.0,2.0,24.0
558,2023-11-25,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10004256,1260,1340,4,4,126.0,126.0,1512.0
559,2023-11-29,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10003441,30,30,5,3,3.0,3.0,36.0
560,2022-11-27,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10003347,40,40,3,5,4.0,4.0,48.0
561,2022-06-21,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10000069,70,80,7,4,7.0,7.0,84.0
562,2023-03-17,Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,OFF-AP-10003914,10,10,5,4,1.0,1.0,12.0
563,2022-10-04,Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10004020,10,10,3,2,1.0,1.0,12.0
564,2022-06-14,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,OFF-FA-10003467,0,0,2,5,0.0,0.0,0.0
565,2022-01-26,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,OFF-LA-10000634,0,0,1,5,0.0,0.0,0.0
566,2022-10-06,First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002496,330,370,3,4,33.0,33.0,396.0
567,2022-04-25,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004530,70,90,8,5,7.0,7.0,84.0
568,2022-01-01,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001107,70,80,7,4,7.0,7.0,84.0
569,2023-06-10,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004451,20,20,3,2,2.0,2.0,24.0
570,2022-11-25,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10004997,370,450,3,4,37.0,37.0,444.0
571,2022-03-01,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10001297,60,70,7,3,6.0,6.0,72.0
572,2023-07-29,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10000585,10,10,4,3,1.0,1.0,12.0
573,2022-10-25,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001922,30,30,7,2,3.0,3.0,36.0
574,2023-07-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10000347,10,10,3,3,1.0,1.0,12.0
575,2022-10-02,Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Art,OFF-AR-10003394,10,10,3,5,1.0,1.0,12.0
576,2023-07-14,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,OFF-PA-10004530,150,160,14,4,15.0,15.0,180.0
577,2023-04-22,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,OFF-PA-10001450,20,20,4,4,2.0,2.0,24.0
578,2023-11-11,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,OFF-SU-10001574,10,10,2,5,1.0,1.0,12.0
579,2022-12-08,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10002974,70,70,2,3,7.0,7.0,84.0
580,2023-06-12,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10001475,10,10,1,5,1.0,1.0,12.0
581,2023-11-02,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,OFF-SU-10004498,50,50,4,3,5.0,5.0,60.0
582,2022-08-17,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10004977,440,470,3,5,44.0,44.0,528.0
583,2022-08-23,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10000586,90,110,2,4,9.0,9.0,108.0
584,2023-07-10,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,OFF-AP-10000358,30,30,3,5,3.0,3.0,36.0
585,2023-07-22,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Binders,OFF-BI-10002764,10,10,7,2,1.0,1.0,12.0
586,2023-11-16,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10001254,360,410,4,2,36.0,36.0,432.0
587,2022-07-16,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,FUR-CH-10003956,60,70,1,4,6.0,6.0,72.0
588,2022-07-21,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,OFF-LA-10003930,270,290,3,4,27.0,27.0,324.0
589,2023-03-03,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10003800,80,80,2,3,8.0,8.0,96.0
590,2023-04-28,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,OFF-PA-10002005,20,20,4,2,2.0,2.0,24.0
591,2023-07-04,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,OFF-BI-10002498,20,20,3,2,2.0,2.0,24.0
592,2022-01-23,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,OFF-PA-10004101,10,10,2,5,1.0,1.0,12.0
593,2023-05-13,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,OFF-AR-10004078,10,10,2,3,1.0,1.0,12.0
594,2023-12-05,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,TEC-AC-10001266,20,30,3,3,2.0,2.0,24.0
595,2023-06-07,Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Appliances,OFF-AP-10004708,70,80,2,3,7.0,7.0,84.0
596,2023-03-26,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Copiers,TEC-CO-10004115,1100,1200,3,5,110.0,110.0,1320.0
597,2022-06-12,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Phones,TEC-PH-10002398,390,450,5,5,39.0,39.0,468.0
598,2022-03-23,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,FUR-FU-10001979,310,330,8,2,31.0,31.0,372.0
599,2022-01-08,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,OFF-SU-10004115,10,10,2,2,1.0,1.0,12.0
600,2023-04-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10001425,120,140,3,2,12.0,12.0,144.0
601,2023-02-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10003963,390,490,4,4,39.0,39.0,468.0
602,2023-03-10,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,OFF-SU-10001574,10,10,2,4,1.0,1.0,12.0
603,2022-06-08,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,OFF-ST-10001490,120,140,1,3,12.0,12.0,144.0
604,2023-07-19,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10001756,40,50,3,5,4.0,4.0,48.0
605,2022-03-29,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10000773,10,10,3,5,1.0,1.0,12.0
606,2023-05-25,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10001543,40,40,4,5,4.0,4.0,48.0
607,2023-11-15,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,OFF-PA-10002120,120,130,3,2,12.0,12.0,144.0
608,2022-07-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000848,0,0,2,5,0.0,0.0,0.0
609,2022-03-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10001246,20,20,9,3,2.0,2.0,24.0
610,2023-02-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10003092,50,60,2,5,5.0,5.0,60.0
611,2023-02-08,First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,TEC-PH-10003012,340,370,3,3,34.0,34.0,408.0
612,2022-09-28,First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,OFF-LA-10004345,20,20,4,3,2.0,2.0,24.0
613,2022-04-22,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10001204,10,10,2,5,1.0,1.0,12.0
614,2023-06-29,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10004667,690,730,9,5,69.0,69.0,828.0
615,2022-10-11,Second Class,Consumer,United States,Grove City,Ohio,43123,East,Technology,Phones,TEC-PH-10000011,100,120,10,3,10.0,10.0,120.0
616,2022-06-24,Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,OFF-BI-10002949,0,0,2,2,0.0,0.0,0.0
617,2022-01-30,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10003849,30,40,2,4,3.0,3.0,36.0
618,2023-03-20,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000010,10,10,2,4,1.0,1.0,12.0
619,2023-11-18,Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10002824,100,110,9,3,10.0,10.0,120.0
620,2023-09-23,Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002538,30,40,1,4,3.0,3.0,36.0
621,2022-06-04,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000521,80,90,3,2,8.0,8.0,96.0
622,2023-01-01,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002103,10,10,5,3,1.0,1.0,12.0
623,2022-07-06,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Chairs,FUR-CH-10004853,270,300,2,3,27.0,27.0,324.0
624,2023-07-24,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Appliances,OFF-AP-10000179,490,560,5,4,49.0,49.0,588.0
625,2022-12-12,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Storage,OFF-ST-10001272,440,520,4,2,44.0,44.0,528.0
626,2022-08-27,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Art,OFF-AR-10004042,150,160,9,3,15.0,15.0,180.0
627,2022-02-17,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000221,30,40,7,4,3.0,3.0,36.0
628,2023-01-04,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,OFF-AP-10001563,80,100,2,3,8.0,8.0,96.0
629,2023-04-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10000605,20,20,5,5,2.0,2.0,24.0
630,2022-04-21,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10002615,10,10,3,4,1.0,1.0,12.0
631,2023-11-17,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001963,200,240,3,2,20.0,20.0,240.0
632,2022-10-24,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10001267,110,120,5,4,11.0,11.0,132.0
633,2022-12-18,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,TEC-PH-10002103,260,300,4,5,26.0,26.0,312.0
634,2022-08-18,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,TEC-AC-10002857,20,20,3,2,2.0,2.0,24.0
635,2022-02-17,Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Labels,OFF-LA-10003930,190,240,3,5,19.0,19.0,228.0
636,2023-01-21,Second Class,Corporate,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,FUR-CH-10001482,320,390,3,2,32.0,32.0,384.0
637,2023-02-19,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10001989,20,20,3,5,2.0,2.0,24.0
638,2022-07-08,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,OFF-AP-10003287,110,120,3,2,11.0,11.0,132.0
639,2023-05-25,Standard Class,Home Office,United States,Vallejo,California,94591,West,Furniture,Furnishings,FUR-FU-10000576,1000,1050,5,2,100.0,100.0,1200.0
640,2022-01-18,Standard Class,Home Office,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10004728,20,20,4,3,2.0,2.0,24.0
641,2023-02-14,Standard Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10000732,20,20,3,4,2.0,2.0,24.0
642,2022-12-15,Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Storage,OFF-ST-10000585,300,330,2,5,30.0,30.0,360.0
643,2022-01-19,Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Labels,OFF-LA-10002787,20,30,7,4,2.0,2.0,24.0
644,2022-07-31,Standard Class,Consumer,United States,Rochester Hills,Michigan,48307,Central,Technology,Accessories,TEC-AC-10003832,110,130,4,4,11.0,11.0,132.0
645,2022-03-03,Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,OFF-PA-10001934,10,10,1,5,1.0,1.0,12.0
646,2022-08-16,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,OFF-AP-10002457,190,210,2,3,19.0,19.0,228.0
647,2022-02-03,Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,OFF-FA-10003112,20,30,5,3,2.0,2.0,24.0
648,2022-11-14,Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Appliances,OFF-AP-10002350,30,30,2,4,3.0,3.0,36.0
649,2022-07-26,Second Class,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,FUR-FU-10001935,10,10,4,5,1.0,1.0,12.0
650,2023-08-29,Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Phones,TEC-PH-10003273,270,300,3,4,27.0,27.0,324.0
651,2022-06-20,Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Accessories,TEC-AC-10001142,290,320,4,3,29.0,29.0,348.0
652,2023-04-28,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10000482,350,380,10,4,35.0,35.0,420.0
653,2022-06-10,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10003892,90,100,2,4,9.0,9.0,108.0
654,2023-02-20,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001101,80,100,8,5,8.0,8.0,96.0
655,2022-07-04,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10002439,90,110,2,2,9.0,9.0,108.0
656,2022-01-06,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002827,0,0,2,5,0.0,0.0,0.0
657,2023-09-24,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002230,110,130,2,3,11.0,11.0,132.0
658,2022-05-31,Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,FUR-CH-10001215,560,700,2,2,56.0,56.0,672.0
659,2022-07-01,Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,OFF-BI-10004654,0,0,2,5,0.0,0.0,0.0
660,2023-07-04,Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,OFF-ST-10001490,890,1000,7,2,89.0,89.0,1068.0
661,2023-09-05,Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,OFF-ST-10001511,600,720,14,2,60.0,60.0,720.0
662,2023-02-15,Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Furniture,Tables,FUR-TA-10001768,850,920,5,4,85.0,85.0,1020.0
